tweet_text,label,type_of_disaster,hashtags,clean_text
ust hospital uerm need immediate help ust s morgue flood uerm s nursery flood please please rescueph,1,flood,,ust hospital uerm need immediate help ust s morgue flood uerm s nursery flood please please rescueph
ash australia s collapse trent bridge bad history england bundle australia t co t trhjuau,0,not disaster,,ash australia s collapse trent bridge bad history england bundle australia t co t trhjuau
know s good day car break right outside gas station least tornado didn t jokesonme,1,tornado,['jokesonme'],know s good day car break right outside gas station least tornado didn t jokesonme
meteor shower central russia see hundred kilometre repo say,1,meteor,,meteor shower central russia see hundred kilometre repo say
allah g protect help recognize right wrong truth lie light darkness repeat ameen pakistan,1,earthquake,,allah g protect help recognize right wrong truth lie light darkness repeat ameen pakistan
food fema hurricane michael s survivor furious daily beast surround really big water don t worry trump soon throw paper towel hurricanemichael hurricanemaria pueoricoselevanta apple news app e umtqt uljvmpm ovw,1,hurricane,"['hurricanemichael', 'hurricanemaria', 'puertoricoselevanta']",food fema hurricane michael s survivor furious daily beast surround really big water don t worry trump soon throw paper towel hurricanemichael hurricanemaria pueoricoselevanta apple news app e umtqt uljvmpm ovw
kinda sta piss otc,0,not disaster,,kinda sta piss otc
devastate flood nepal n india bring huge rainfall tomasz explain t co number ugnma,1,flood,,devastate flood nepal n india bring huge rainfall tomasz explain t co number ugnma
gabeeno number relief good truck send bbz flood victim punjab repeat jiyaaaay bhutto t co number mu number mfj,1,flood,,gabeeno number relief good truck send bbz flood victim punjab repeat jiyaaaay bhutto t co number mu number mfj
dabieberbreezy night yall dont go hurricane track tight dont want u lookin amber rise xo,1,hurricane,,dabieberbreezy night yall dont go hurricane track tight dont want u lookin amber rise xo
late russian meteor pic,1,meteor,,late russian meteor pic
user let speak repeat idontthinkso user realdonaldtrump repeal jonesact hurricanemaria,1,hurricane,,user let speak repeat idontthinkso user realdonaldtrump repeal jonesact hurricanemaria
video flood fracking site colorado coflood,1,flood,,video flood fracking site colorado coflood
warfighting robot reduce civilian casualty call ban now premature ieee spectrum t co tzr b qz,0,not disaster,,warfighting robot reduce civilian casualty call ban now premature ieee spectrum t co tzr b qz
s plain trump s lack experience sophistication real consequence people syria,0,not disaster,,s plain trump s lack experience sophistication real consequence people syria
tsuu t ina host treaty number benefit conce volunteer june number number number abflood yychelps calgary,1,flood,,tsuu t ina host treaty number benefit conce volunteer june number number number abflood yychelps calgary
nepal map nepalmap nepal eahquake devastation map image update ontario oshawa repeat,1,earthquake,,nepal map nepalmap nepal eahquake devastation map image update ontario oshawa repeat
driverless car work great sunny california blizzard wapo st qtg m,1,blizzard,,driverless car work great sunny california blizzard wapo st qtg m
man anonymously donate nearly woh food supply generator bahamas hurricane dorian devastation thehill blog brief room news man anonymously donate nearly woh food supply facebook,1,hurricane,,man anonymously donate nearly woh food supply generator bahamas hurricane dorian devastation thehill blog brief room news man anonymously donate nearly woh food supply facebook
ve decide ride hurricane matthew dangerous category storm expect hit flo ow ly bklz ccwu,1,hurricane,,ve decide ride hurricane matthew dangerous category storm expect hit flo ow ly bklz ccwu
user yycflood pls photograph restoration use water separate rinse cause harm yyccleanup yycf,1,flood,,user yycflood pls photograph restoration use water separate rinse cause harm yyccleanup yycf
richard branson rid hurricane irma private msn aaroeuj ocid st good probably shelter purpose,0,not disaster,,richard branson rid hurricane irma private msn aaroeuj ocid st good probably shelter purpose
aljazeera news deadly flood water rise eastern australia least people dead torrential rain seve repeat,1,flood,,aljazeera news deadly flood water rise eastern australia least people dead torrential rain seve repeat
ljworld native philippine concern relative typhoon s path t co fjlrlvxfx,1,typhoon,,ljworld native philippine concern relative typhoon s path t co fjlrlvxfx
yr atomic bombing hiroshima terrible mass murder,0,not disaster,,yr atomic bombing hiroshima terrible mass murder
wow stormteam wfla meteorite explode russia shock wave injures t co meteorite,1,meteorite,['meteorite'],wow stormteam wfla meteorite explode russia shock wave injures t co meteorite
farm bill late clarification negotiator remain close deal source tell house negotiator give ground food stamp controversial reform big issue leave forestry wildfire rule forest clearing debate now leadership level twitter lisadnews status,1,wildfire,,farm bill late clarification negotiator remain close deal source tell house negotiator give ground food stamp controversial reform big issue leave forestry wildfire rule forest clearing debate now leadership level twitter lisadnews status
m safeway calgary ab t co s p mm ck,0,not disaster,,m safeway calgary ab t co s p mm ck
evacuation way st john tropical storm maria build authority want everyone evacuate,1,hurricane,,evacuation way st john tropical storm maria build authority want everyone evacuate
dost pagasa severe weather bulletin tropical cyclone warn typhoon pabloph bopha issue pm t co,1,typhoon,,dost pagasa severe weather bulletin tropical cyclone warn typhoon pabloph bopha issue pm t co
free water category hurricane perfect time give car good clean hurricaneirmahttps twitter evdgrift status,0,not disaster,['hurricaneirmahttps'],free water category hurricane perfect time give car good clean hurricaneirma twitter evdgrift status
xegnatiaxx donate greek wildfire victim prayforgreece prayforathens,1,wildfire,"['prayforgreece', 'prayforathens']",xegnatiaxx donate greek wildfire victim prayforgreece prayforathens
roster spot give viking rookie aviante collins mean help dad hurricane harvey,1,hurricane,,roster spot give viking rookie aviante collins mean help dad hurricane harvey
valentinonora vocmnightline s purr idea blizzard long heat food dish full s content,1,blizzard,,valentinonora vocmnightline s purr idea blizzard long heat food dish full s content
ride share company uber offer free ride hurricane harvey victim stay shelter run errands https ksat news offer free ride victim harvey flood utm medium social utm source twitter ksatnews,0,not disaster,,ride share company uber offer free ride hurricane harvey victim stay shelter run errands  ksat news offer free ride victim harvey flood utm medium social utm source twitter ksatnews
whoa new legend fun t co hu cmoupum,0,not disaster,,whoa new legend fun t co hu cmoupum
make way moore tomorrow little bit help matter repeat,1,tornado,,make way moore tomorrow little bit help matter repeat
crush km run pace nike spowatch gps t co dsmbqkwu,0,not disaster,,crush km run pace nike spowatch gps t co dsmbqkwu
kashmir monsoon flood leave number dead displace kashmirfloods pakistanfloods,1,flood,,kashmir monsoon flood leave number dead displace kashmirfloods pakistanfloods
cottonr see episode storm chaser tiv pass car huge line chase tornado,1,tornado,,cottonr see episode storm chaser tiv pass car huge line chase tornado
white house ask number percent cut renewable energy program repo t co qtc number,0,not disaster,,white house ask number percent cut renewable energy program repo t co qtc number
tornado uprooted tree car threw people garage people roof top neighbor roof,1,tornado,,tornado uprooted tree car threw people garage people roof top neighbor roof
oscar go repeat lebron james letsgoraptors kingjames,0,not disaster,,oscar go repeat lebron james letsgoraptors kingjames
kiss love guinness scary amount water taste guinness repeat,0,not disaster,,kiss love guinness scary amount water taste guinness repeat
zachzundell mariahcolvin love go,0,not disaster,,zachzundell mariahcolvin love go
fifiandjules use work hotel people piss use set wake call,0,not disaster,,fifiandjules use work hotel people piss use set wake call
paulatics mayormandel attack mayor speak mind defend freedom press hypocritical,0,not disaster,,paulatics mayormandel attack mayor speak mind defend freedom press hypocritical
hurricane come now car fuck great bihday,0,not disaster,,hurricane come now car fuck great bihday
t believe brisbane qld go brookwater golf course mess wind create havoc,1,flood,,t believe brisbane qld go brookwater golf course mess wind create havoc
user stormchas number user latiffan number india theyre flood major city infiltrate bangladesh border,1,flood,,user stormchas number user latiffan number india theyre flood major city infiltrate bangladesh border
budget oh trouble agree varagesale candace dx,0,not disaster,,budget oh trouble agree varagesale candace dx
